mileage;make;model;fuel;gear;offerType;price;hp;year;name
2022;Audi;S3;Gasoline;Automatic;Used;52850;310;2020;Audi S3
4750;Volvo;V90;Gasoline;Automatic;Used;52880;310;2020;Volvo V90
1250;Audi;A1;Gasoline;Manual;Employee's car;24879;110;2021;Audi A1
22;Skoda;Karoq;Gasoline;Manual;Used;24980;110;2021;Skoda Karoq
10;Toyota;Yaris;Electric/Gasoline;Automatic;Pre-registered;25660;116;2021;Toyota Yaris
25;Ford;Kuga;Diesel;Manual;Pre-registered;25830;120;2021;Ford Kuga
4900;Skoda;Kamiq;Gasoline;Automatic;Used;25990;110;2021;Skoda Kamiq
8;Toyota;Prius+;Electric/Gasoline;Automatic;Pre-registered;26460;136;2021;Toyota Prius+
25;Ford;Mondeo;Diesel;Automatic;Pre-registered;26590;150;2021;Ford Mondeo
25;Ford;Focus;Gasoline;Manual;Pre-registered;26590;155;2021;Ford Focus
50;Volkswagen;T-Roc;Gasoline;Automatic;Used;26855;150;2021;Volkswagen T-Roc
25;Ford;Mondeo;Diesel;Automatic;Pre-registered;27590;190;2021;Ford Mondeo
10;Mazda;CX-30;Gasoline;Manual;Pre-registered;27590;179;2021;Mazda CX-30
25;Ford;Mondeo;Diesel;Automatic;Pre-registered;27590;190;2021;Ford Mondeo
50;Ford;Mondeo;Diesel;Automatic;Pre-registered;27590;150;2021;Ford Mondeo
1500;Hyundai;Ioniq;Electric;Automatic;Demonstration;27790;136;2021;Hyundai Ioniq
25;Ford;Focus;Gasoline;Automatic;Pre-registered;27890;179;2021;Ford Focus
25;Ford;Focus;Gasoline;Automatic;Pre-registered;28490;182;2021;Ford Focus
10;Skoda;Karoq;Gasoline;Automatic;Pre-registered;28940;150;2021;Skoda Karoq
10;Skoda;Karoq;Gasoline;Automatic;Pre-registered;28940;150;2021;Skoda Karoq
10;Mazda;MX-5;Gasoline;Manual;Demonstration;29125;132;2021;Mazda MX-5
193425;BMW;523;Gasoline;Automatic;Used;12500;204;2011;BMW 523
161000;Mercedes-Benz;E 220;Diesel;Automatic;Used;12500;170;2011;Mercedes-Benz E 220
190000;Audi;A4;Diesel;Automatic;Used;12690;143;2011;Audi A4
199600;BMW;325;Gasoline;Automatic;Used;12800;218;2011;BMW 325
119166;Mercedes-Benz;E 200;Gasoline;Manual;Used;12899;184;2011;Mercedes-Benz E 200
80000;BMW;320;Diesel;Automatic;Used;12900;184;2011;BMW 320
84208;Ford;Transit;Diesel;Manual;Used;12971;86;2011;Ford Transit
47000;BMW;320;Gasoline;Automatic;Used;12990;170;2011;BMW 320
140000;BMW;520;Diesel;Automatic;Used;12999;184;2011;BMW 520
163300;Mercedes-Benz;E 250;Gasoline;Automatic;Used;12999;204;2011;Mercedes-Benz E 250
109304;Mercedes-Benz;C 250;Gasoline;Automatic;Used;13000;204;2011;Mercedes-Benz C 250
96333;Fiat;Ducato;Diesel;Manual;Used;13333;120;2011;Fiat Ducato
173000;Audi;A5;Gasoline;Manual;Used;13499;211;2011;Audi A5
266000;BMW;530;Diesel;Automatic;Used;13500;258;2011;BMW 530
96000;Volkswagen;Passat Variant;Gasoline;Automatic;Used;13799;160;2011;Volkswagen Passat Variant
105688;Volkswagen;Tiguan;Diesel;Automatic;Used;13880;140;2011;Volkswagen Tiguan
177188;Mercedes-Benz;E 250;Diesel;Automatic;Used;13900;204;2011;Mercedes-Benz E 250
115000;Lexus;GS 450h;Electric/Gasoline;Automatic;Used;13900;345;2011;Lexus GS 450h
233200;BMW;X5;Diesel;Automatic;Used;13900;245;2011;BMW X5
30900;Audi;A4;Gasoline;Manual;Used;13900;120;2011;Audi A4
111000;Mercedes-Benz;C 220;Diesel;Automatic;Used;12750;170;2012;Mercedes-Benz C 220
96812;BMW;X1;Diesel;Automatic;Used;12949;177;2012;BMW X1
150000;Volkswagen;Crafter;Diesel;Manual;Used;12990;109;2012;Volkswagen Crafter
99990;Audi;A4;Gasoline;Manual;Used;12990;170;2012;Audi A4
170000;BMW;X1;Diesel;Automatic;Used;12995;204;2012;BMW X1
91000;Toyota;RAV 4;Diesel;Manual;Used;13000;150;2012;Toyota RAV 4
151620;Volkswagen;CC;Diesel;Automatic;Used;13100;170;2012;Volkswagen CC
170000;Mercedes-Benz;E 250;Gasoline;Automatic;Used;13200;204;2012;Mercedes-Benz E 250
62461;Opel;Mokka;Gasoline;Automatic;Used;13300;140;2012;Opel Mokka
160500;Audi;A5;Diesel;Manual;Used;13300;177;2012;Audi A5
131000;Mercedes-Benz;C 220;Diesel;Automatic;Used;13380;170;2012;Mercedes-Benz C 220
102946;Mercedes-Benz;C 180;Gasoline;Manual;Used;13449;156;2012;Mercedes-Benz C 180
114000;Audi;Q3;Diesel;Manual;Used;13500;140;2012;Audi Q3
136000;BMW;320;Diesel;Manual;Used;13500;184;2012;BMW 320
110500;Mercedes-Benz;C 200;Gasoline;Automatic;Used;13599;184;2012;Mercedes-Benz C 200
93000;Opel;Insignia;Gasoline;Manual;Used;13650;250;2012;Opel Insignia
70900;Audi;A1;Gasoline;Automatic;Used;13700;122;2012;Audi A1
98850;Mercedes-Benz;B 200;Gasoline;Automatic;Used;13750;156;2012;Mercedes-Benz B 200
252000;Mercedes-Benz;E 350;Diesel;Automatic;Used;13800;265;2012;Mercedes-Benz E 350
47000;BMW;116;Gasoline;Manual;Used;13830;136;2013;BMW 116
122891;Mercedes-Benz;C 180;Gasoline;Manual;Used;13850;156;2013;Mercedes-Benz C 180
78242;Volkswagen;Beetle;Diesel;Manual;Used;13900;105;2013;Volkswagen Beetle
141154;Mercedes-Benz;A 180;Diesel;Automatic;Used;13945;109;2013;Mercedes-Benz A 180
360198;Audi;A6;Diesel;Automatic;Used;13945;313;2013;Audi A6
53200;Volkswagen;Passat Variant;Gasoline;Automatic;Used;13950;122;2013;Volkswagen Passat Variant
124000;BMW;320;Diesel;Automatic;Used;13950;184;2013;BMW 320
90800;Mercedes-Benz;A 180;Gasoline;Manual;Used;13950;122;2013;Mercedes-Benz A 180
104172;Mazda;CX-5;Diesel;Automatic;Used;13950;175;2013;Mazda CX-5
88650;Ford;Kuga;Gasoline;Manual;Used;13980;150;2013;Ford Kuga
49500;Mercedes-Benz;B 180;Gasoline;Manual;Used;13985;122;2013;Mercedes-Benz B 180
99950;Peugeot;RCZ;Gasoline;Manual;Used;13990;200;2013;Peugeot RCZ
107270;BMW;118;Gasoline;Manual;Used;13990;170;2013;BMW 118
190000;BMW;320;Diesel;Automatic;Used;14000;184;2013;BMW 320
180145;BMW;X3;Diesel;Automatic;Used;14390;258;2013;BMW X3
89000;BMW;320;Diesel;Manual;Used;14390;184;2013;BMW 320
95400;Volkswagen;Golf;Gasoline;Automatic;Used;14400;140;2013;Volkswagen Golf
88000;Mercedes-Benz;B 200;Diesel;Automatic;Used;14450;136;2013;Mercedes-Benz B 200
143920;Mercedes-Benz;E 300;Electric/Diesel;Automatic;Used;14480;204;2013;Mercedes-Benz E 300
112358;Audi;TT;Gasoline;Automatic;Used;14500;160;2013;Audi TT
114000;Volkswagen;Passat;Diesel;Manual;Used;13990;140;2014;Volkswagen Passat
90100;Audi;A3;Diesel;Automatic;Used;13990;150;2014;Audi A3
68000;Kia;Soul;Gasoline;Automatic;Used;13990;140;2014;Kia Soul
93516;Opel;Insignia;Gasoline;Manual;Used;13990;170;2014;Opel Insignia
85644;Volkswagen;Passat Variant;Diesel;Automatic;Used;13999;140;2014;Volkswagen Passat Variant
128700;BMW;116;Gasoline;Automatic;Used;13999;136;2014;BMW 116
90000;Chevrolet;Captiva;Gasoline;Automatic;Used;14000;258;2014;Chevrolet Captiva
87950;Mercedes-Benz;B 180;Diesel;Automatic;Used;14200;109;2014;Mercedes-Benz B 180
112981;Mercedes-Benz;C 220;Diesel;Automatic;Used;14250;170;2014;Mercedes-Benz C 220
74500;Audi;A1;Gasoline;Automatic;Used;14350;140;2014;Audi A1
132600;Audi;A4;Diesel;Manual;Used;14390;177;2014;Audi A4
74900;Mercedes-Benz;A 200;Gasoline;Manual;Used;14390;156;2014;Mercedes-Benz A 200
50000;Audi;A1;Gasoline;Manual;Used;14400;122;2014;Audi A1
114044;Volkswagen;Tiguan;Diesel;Automatic;Used;14440;140;2014;Volkswagen Tiguan
70767;Nissan;Qashqai;Gasoline;Manual;Used;14445;116;2014;Nissan Qashqai
183281;Mercedes-Benz;GLA 200;Diesel;Automatic;Used;14445;136;2014;Mercedes-Benz GLA 200
99700;Volkswagen;Beetle;Diesel;Manual;Used;14450;105;2014;Volkswagen Beetle
130000;Audi;A4;Diesel;Manual;Used;14450;150;2014;Audi A4
52000;Suzuki;Jimny;Gasoline;Automatic;Used;14450;86;2014;Suzuki Jimny
123750;Mercedes-Benz;C 250;Diesel;Automatic;Used;14490;204;2014;Mercedes-Benz C 250
72375;Toyota;Auris;Diesel;Manual;Used;12490;124;2015;Toyota Auris
47571;Mitsubishi;ASX;Gasoline;Manual;Used;12490;117;2015;Mitsubishi ASX
88200;Volkswagen;Scirocco;Gasoline;Manual;Used;12490;125;2015;Volkswagen Scirocco
119800;Ford;S-Max;Diesel;Manual;Used;12500;136;2015;Ford S-Max
57000;Skoda;Yeti;Gasoline;Manual;Used;12500;110;2015;Skoda Yeti
67000;Honda;Civic;Gasoline;Manual;Used;12500;141;2015;Honda Civic
288000;Mercedes-Benz;Sprinter;Diesel;Manual;Used;12500;163;2015;Mercedes-Benz Sprinter
121500;Skoda;Yeti;Diesel;Manual;Used;12550;105;2015;Skoda Yeti
150628;Opel;Insignia;Diesel;Automatic;Used;12580;170;2015;Opel Insignia
188493;Mercedes-Benz;C 220;Diesel;Manual;Used;12680;170;2015;Mercedes-Benz C 220
150130;Volkswagen;Golf;Diesel;Automatic;Used;12680;110;2015;Volkswagen Golf
127007;Volvo;S60;Diesel;Manual;Used;12680;190;2015;Volvo S60
119945;Opel;Insignia;Diesel;Automatic;Used;12790;163;2015;Opel Insignia
64000;Fiat;500X;Diesel;Manual;Used;12800;120;2015;Fiat 500X
59100;Opel;Mokka;Gasoline;Automatic;Used;12850;140;2015;Opel Mokka
74500;Mazda;3;Gasoline;Manual;Used;12880;120;2015;Mazda 3
195754;Mercedes-Benz;CLA 200;Diesel;Manual;Used;12890;136;2015;Mercedes-Benz CLA 200
42905;Opel;Astra;Gasoline;Manual;Used;12890;150;2015;Opel Astra
64700;Skoda;Octavia;Diesel;Manual;Used;12900;150;2015;Skoda Octavia
74340;Peugeot;Partner;Diesel;Manual;Used;9990;99;2016;Peugeot Partner
91500;Opel;Zafira Tourer;Diesel;Manual;Used;9990;136;2016;Opel Zafira Tourer
37200;Volkswagen;Polo;Gasoline;Manual;Used;9990;60;2016;Volkswagen Polo
98900;Dacia;Duster;Gasoline;Manual;Used;9999;125;2016;Dacia Duster
178157;Mercedes-Benz;B 180;Diesel;Manual;Used;10280;109;2016;Mercedes-Benz B 180
142970;Ford;Mondeo;Diesel;Automatic;Used;10280;150;2016;Ford Mondeo
59870;Nissan;Pulsar;Gasoline;Manual;Used;10299;116;2016;Nissan Pulsar
67196;Ford;C-Max;Gasoline;Manual;Used;10299;125;2016;Ford C-Max
172995;Volkswagen;Passat;Diesel;Manual;Used;10380;150;2016;Volkswagen Passat
172995;Volkswagen;Passat;Diesel;Manual;Used;10380;150;2016;Volkswagen Passat
172995;Volkswagen;Passat;Diesel;Manual;Used;10380;150;2016;Volkswagen Passat
152233;Ford;Mondeo;Diesel;Manual;Used;10380;120;2016;Ford Mondeo
150678;Opel;Insignia;Diesel;Automatic;Used;10380;170;2016;Opel Insignia
36000;Peugeot;2008;Gasoline;Manual;Used;10390;82;2016;Peugeot 2008
15800;Mercedes-Benz;Citan;Diesel;Manual;Used;10400;90;2016;Mercedes-Benz Citan
65700;Skoda;Fabia;Gasoline;Manual;Used;10400;90;2016;Skoda Fabia
64850;Volkswagen;Golf;Gasoline;Manual;Used;10445;86;2016;Volkswagen Golf
115450;Volkswagen;Golf;Diesel;Manual;Used;10449;110;2016;Volkswagen Golf
169720;Volkswagen;Golf;Diesel;Automatic;Used;10480;150;2016;Volkswagen Golf
69500;Ford;Ka/Ka+;Gasoline;Manual;Used;8950;86;2017;Ford Ka/Ka+
19452;Renault;Twingo;Gasoline;Manual;Demonstration;8950;69;2017;Renault Twingo
142147;Opel;Insignia;Diesel;Automatic;Used;8980;136;2017;Opel Insignia
149581;Ford;Focus;Diesel;Automatic;Used;8980;150;2017;Ford Focus
149581;Ford;Focus;Diesel;Automatic;Used;8980;150;2017;Ford Focus
91088;Opel;Astra;Diesel;Manual;Used;8980;110;2017;Opel Astra
159939;Opel;Astra;Diesel;Manual;Used;8980;160;2017;Opel Astra
180040;Opel;Astra;Diesel;Automatic;Used;8980;136;2017;Opel Astra
135791;Opel;Astra;Diesel;Manual;Used;8980;136;2017;Opel Astra
186056;Opel;Zafira Tourer;Diesel;Manual;Used;8980;135;2017;Opel Zafira Tourer
181328;Opel;Zafira;Diesel;Manual;Used;8980;120;2017;Opel Zafira
139827;Opel;Astra;Diesel;Manual;Used;8980;136;2017;Opel Astra
146444;Opel;Zafira;Diesel;Manual;Used;8980;135;2017;Opel Zafira
106407;Opel;Astra;Diesel;Manual;Used;8980;136;2017;Opel Astra
126268;Opel;Astra;Diesel;Manual;Used;8980;160;2017;Opel Astra
137211;Opel;Astra;Gasoline;Manual;Used;8980;125;2017;Opel Astra
137211;Opel;Astra;Gasoline;Manual;Used;8980;125;2017;Opel Astra
125427;Opel;Insignia;Diesel;Automatic;Used;8980;136;2017;Opel Insignia
137211;Opel;Astra;Gasoline;Manual;Used;8980;125;2017;Opel Astra
150987;Volkswagen;Golf Variant;Diesel;Automatic;Used;8980;116;2017;Volkswagen Golf Variant
157603;Opel;Zafira;Diesel;Automatic;Used;10580;131;2018;Opel Zafira
190257;Ford;Mondeo;Diesel;Automatic;Used;10580;179;2018;Ford Mondeo
163855;Ford;Focus;Diesel;Automatic;Used;10580;150;2018;Ford Focus
126579;Volkswagen;Golf;Diesel;Manual;Used;10580;116;2018;Volkswagen Golf
25675;Volkswagen;up!;Gasoline;Manual;Used;10590;75;2018;Volkswagen up!
196281;Skoda;Octavia;Diesel;Manual;Used;10590;150;2018;Skoda Octavia
88000;Ford;Fiesta;Diesel;Manual;Used;10590;86;2018;Ford Fiesta
158617;Volkswagen;Golf Variant;Diesel;Automatic;Used;10650;116;2018;Volkswagen Golf Variant
158980;Volkswagen;Golf;Diesel;Manual;Used;10680;116;2018;Volkswagen Golf
130063;Opel;Insignia;Gasoline;Manual;Used;10680;165;2018;Opel Insignia
228335;Opel;Mokka X;Diesel;Automatic;Used;10680;136;2018;Opel Mokka X
40000;Opel;Corsa;Gasoline;Manual;Used;10690;90;2018;Opel Corsa
52950;Volkswagen;Polo;Gasoline;Manual;Used;10750;75;2018;Volkswagen Polo
14244;Volkswagen;up!;Gasoline;Manual;Used;10750;60;2018;Volkswagen up!
87376;Opel;Astra;Diesel;Manual;Used;10780;110;2018;Opel Astra
87376;Opel;Astra;Diesel;Manual;Used;10780;110;2018;Opel Astra
161798;Opel;Insignia;Diesel;Automatic;Used;10780;136;2018;Opel Insignia
55479;SEAT;Leon;Diesel;Manual;Used;14580;116;2019;SEAT Leon
36835;SEAT;Leon;Gasoline;Manual;Used;14590;116;2019;SEAT Leon
6500;Peugeot;2008;Gasoline;Manual;Used;14690;83;2019;Peugeot 2008
1920;Ford;Focus;Gasoline;Manual;Used;14690;101;2019;Ford Focus
20;Renault;Kangoo;Gasoline;Automatic;Used;14790;114;2019;Renault Kangoo
15500;smart;forFour;Gasoline;Automatic;Used;14850;90;2019;smart forFour
24000;Toyota;Yaris;Electric/Gasoline;Automatic;Used;14850;75;2019;Toyota Yaris
39749;Peugeot;2008;Gasoline;Manual;Used;14880;131;2019;Peugeot 2008
16768;Opel;Crossland X;Gasoline;Manual;Used;14885;82;2019;Opel Crossland X
12644;Opel;Corsa;Gasoline;Manual;Used;14890;101;2019;Opel Corsa
100;Renault;Kangoo;Gasoline;Automatic;Used;14890;114;2019;Renault Kangoo
20;Renault;Kangoo;Gasoline;Automatic;Used;14890;114;2019;Renault Kangoo
12600;Ford;Fiesta;Gasoline;Manual;Used;14900;86;2019;Ford Fiesta
4800;Ford;Focus;Gasoline;Manual;Used;14950;125;2019;Ford Focus
26700;SEAT;Ibiza;Gasoline;Manual;Used;14950;95;2019;SEAT Ibiza
10592;Volkswagen;Polo;Gasoline;Manual;Used;14950;80;2019;Volkswagen Polo
37433;Renault;Megane;Gasoline;Manual;Used;14950;140;2019;Renault Megane
15961;SEAT;Ibiza;Gasoline;Manual;Used;14980;80;2019;SEAT Ibiza
54613;Opel;Astra;Diesel;Manual;Used;14980;136;2019;Opel Astra
4855;smart;forTwo;Gasoline;Automatic;Used;14980;90;2019;smart forTwo
50;Ford;Fiesta;Gasoline;Manual;Used;15250;75;2020;Ford Fiesta
6400;SEAT;Ibiza;Gasoline;Manual;Used;15350;95;2020;SEAT Ibiza
20000;Ford;Fiesta;Gasoline;Manual;Employee's car;15435;95;2020;Ford Fiesta
20450;Opel;Astra;Diesel;Manual;Used;15449;105;2020;Opel Astra
8590;Ford;Fiesta;Diesel;Manual;Used;15450;86;2020;Ford Fiesta
5307;Opel;Corsa;Gasoline;Manual;Used;15450;101;2020;Opel Corsa
4490;Skoda;Fabia;Gasoline;Manual;Demonstration;15450;95;2020;Skoda Fabia
3990;Skoda;Scala;Gasoline;Manual;Demonstration;15450;95;2020;Skoda Scala
100;Renault;Clio;Gasoline;Manual;Used;15450;101;2020;Renault Clio
10;Citroen;C3;Gasoline;Manual;Pre-registered;15475;82;2020;Citroen C3
20500;Skoda;Fabia;Gasoline;Manual;Used;15489;95;2020;Skoda Fabia
6500;Skoda;Fabia;Gasoline;Manual;Demonstration;15489;95;2020;Skoda Fabia
10;Skoda;Scala;Gasoline;Manual;Used;15490;95;2020;Skoda Scala
1820;Opel;Corsa;Gasoline;Manual;Used;15490;101;2020;Opel Corsa
16680;Opel;Corsa;Gasoline;Manual;Used;15490;101;2020;Opel Corsa
11971;Opel;Corsa;Gasoline;Manual;Used;15490;101;2020;Opel Corsa
10045;Opel;Corsa;Gasoline;Manual;Used;15490;101;2020;Opel Corsa
11900;Volkswagen;Polo;Gasoline;Manual;Used;15550;80;2020;Volkswagen Polo
10;SEAT;Arona;Gasoline;Manual;Pre-registered;18450;110;2021;SEAT Arona
10;SEAT;Ibiza;Gasoline;Manual;Demonstration;18450;95;2021;SEAT Ibiza
10;SEAT;Ibiza;Gasoline;Manual;Demonstration;18450;95;2021;SEAT Ibiza
10;SEAT;Ibiza;Gasoline;Manual;Demonstration;18450;95;2021;SEAT Ibiza
500;Skoda;Scala;Gasoline;Manual;Demonstration;18480;110;2021;Skoda Scala
500;Skoda;Scala;Gasoline;Manual;Demonstration;18480;110;2021;Skoda Scala
500;Skoda;Scala;Gasoline;Manual;Demonstration;18480;116;2021;Skoda Scala
500;Skoda;Fabia;Gasoline;Manual;Demonstration;18489;95;2021;Skoda Fabia
10;Renault;Clio;Gasoline;Manual;Pre-registered;18490;91;2021;Renault Clio
50;Volkswagen;T-Cross;Gasoline;Manual;Pre-registered;18490;95;2021;Volkswagen T-Cross
20;Dacia;Lodgy;Diesel;Manual;Pre-registered;18490;116;2021;Dacia Lodgy
10;Kia;XCeed;Gasoline;Manual;New;18550;120;2021;Kia XCeed
10;SEAT;Ibiza;Gasoline;Manual;Pre-registered;18550;95;2021;SEAT Ibiza
12;Opel;Corsa;Gasoline;Manual;Employee's car;18581;101;2021;Opel Corsa
20;Renault;Clio;Gasoline;Manual;Used;18590;91;2021;Renault Clio
10;Renault;Clio;Gasoline;Manual;Used;18590;91;2021;Renault Clio
10;Renault;Clio;Gasoline;Manual;Used;18690;91;2021;Renault Clio
10;Renault;Clio;Gasoline;Manual;Used;18790;91;2021;Renault Clio
500;Skoda;Scala;Gasoline;Manual;Demonstration;18840;110;2021;Skoda Scala
1100;Volkswagen;T-Cross;Gasoline;Manual;Demonstration;18850;95;2021;Volkswagen T-Cross
62000;Mazda;2;Gasoline;Manual;Used;5500;75;2011;Mazda 2
235000;Opel;Insignia;Diesel;Automatic;Used;5500;160;2011;Opel Insignia
172500;Opel;Astra;Gasoline;Manual;Used;5500;140;2011;Opel Astra
102500;Volkswagen;Polo;Gasoline;Manual;Used;5500;69;2011;Volkswagen Polo
141000;Ford;Focus;Diesel;Manual;Used;5500;90;2011;Ford Focus
161000;Ford;Mondeo;Diesel;Manual;Used;5500;116;2011;Ford Mondeo
107000;Peugeot;207;Gasoline;Manual;Used;5600;120;2011;Peugeot 207
90000;Ford;Focus;Gasoline;Manual;Used;5600;150;2011;Ford Focus
120800;Renault;Scenic;Gasoline;Manual;Used;5650;131;2011;Renault Scenic
77500;SEAT;Ibiza;Gasoline;Manual;Used;5650;69;2011;SEAT Ibiza
105300;Alfa;Romeo MiTo;Gasoline;Manual;Used;5660;135;2011;Alfa Romeo MiTo
124694;Citroen;C5;Gasoline;Manual;Used;5692;156;2011;Citroen C5
119100;SEAT;Leon;Gasoline;Manual;Used;5699;160;2011;SEAT Leon
150000;Volkswagen;Golf;Gasoline;Manual;Used;5700;86;2011;Volkswagen Golf
73600;Renault;Megane;Gasoline;Manual;Used;5700;110;2011;Renault Megane
142000;Opel;Meriva;Gasoline;Manual;Used;5700;101;2011;Opel Meriva
121980;Renault;Megane;Gasoline;Manual;Used;5750;110;2011;Renault Megane
120324;Renault;Megane;Gasoline;Manual;Used;5750;131;2011;Renault Megane
250000;Skoda;Yeti;Diesel;Manual;Used;5750;110;2011;Skoda Yeti
174850;Volkswagen;Golf;Diesel;Manual;Used;5790;105;2011;Volkswagen Golf
94000;Hyundai;i20;Gasoline;Manual;Used;5999;86;2012;Hyundai i20
125000;Ford;Focus;Gasoline;Manual;Used;5999;125;2012;Ford Focus
111000;Renault;Megane;Diesel;Manual;Used;5999;106;2012;Renault Megane
95000;Opel;Corsa;Gasoline;Manual;Used;5999;86;2012;Opel Corsa
118000;Opel;Insignia;Diesel;Manual;Used;6000;131;2012;Opel Insignia
71514;smart;forTwo;Gasoline;Automatic;Used;6000;84;2012;smart forTwo
50500;Opel;Corsa;Gasoline;Manual;Used;6000;69;2012;Opel Corsa
28000;smart;forTwo;Gasoline;Automatic;Used;6000;71;2012;smart forTwo
111800;Volkswagen;Golf;Gasoline;Manual;Used;6000;86;2012;Volkswagen Golf
164000;Ford;Focus;Gasoline;Manual;Used;6100;125;2012;Ford Focus
137000;Volkswagen;Polo;Gasoline;Manual;Used;6139;69;2012;Volkswagen Polo
94400;smart;forTwo;Gasoline;Automatic;Used;6150;71;2012;smart forTwo
128000;Peugeot;308;Diesel;Automatic;Used;6190;163;2012;Peugeot 308
96000;Volkswagen;Polo;Diesel;Manual;Used;6190;75;2012;Volkswagen Polo
189000;Mazda;6;Diesel;Manual;Used;6200;163;2012;Mazda 6
149000;Volkswagen;Golf;Gasoline;Manual;Used;6200;105;2012;Volkswagen Golf
160000;Mazda;6;Diesel;Manual;Used;6200;163;2012;Mazda 6
117000;Volkswagen;Polo;Gasoline;Manual;Used;6200;90;2012;Volkswagen Polo
145000;SEAT;Altea;Gasoline;Manual;Used;6200;125;2012;SEAT Altea
140000;Volkswagen;Golf Variant;Diesel;Manual;Used;6200;140;2012;Volkswagen Golf Variant
167700;Chevrolet;Trax;Diesel;Manual;Used;7400;131;2013;Chevrolet Trax
152000;Kia;ProCeed / pro_cee'd;Diesel;Manual;Used;7400;128;2013;Kia ProCeed / pro_cee'd
156000;Peugeot;5008;Diesel;Automatic;Used;7400;114;2013;Peugeot 5008
65000;Opel;Zafira;Gasoline;Manual;Used;7400;116;2013;Opel Zafira
233000;Mercedes-Benz;C 200;Diesel;Manual;Used;7400;136;2013;Mercedes-Benz C 200
45500;smart;forTwo;Gasoline;Automatic;Used;7430;71;2013;smart forTwo
126900;SEAT;Leon;Gasoline;Manual;Used;7450;105;2013;SEAT Leon
65200;Volkswagen;Polo;Gasoline;Manual;Used;7450;69;2013;Volkswagen Polo
104000;SEAT;Ibiza;Gasoline;Manual;Used;7490;105;2013;SEAT Ibiza
147963;Renault;Megane;Diesel;Manual;Used;7490;163;2013;Renault Megane
89000;Opel;Adam;Gasoline;Manual;Used;7498;101;2013;Opel Adam
120000;Volkswagen;Golf;Gasoline;Manual;Used;7499;105;2013;Volkswagen Golf
262000;Skoda;Superb;Diesel;Manual;Used;7500;140;2013;Skoda Superb
30700;Nissan;Micra;Gasoline;Manual;Used;7500;98;2013;Nissan Micra
93000;Renault;Megane;Gasoline;Manual;Used;7500;101;2013;Renault Megane
95500;MINI;Cooper;Gasoline;Manual;Used;7500;122;2013;MINI Cooper
88500;Ford;Fiesta;Gasoline;Manual;Used;7500;101;2013;Ford Fiesta
88500;Ford;Fiesta;Gasoline;Manual;Used;7500;101;2013;Ford Fiesta
84855;Kia;Rio;Gasoline;Manual;Used;7500;86;2013;Kia Rio
58000;Renault;Scenic;Gasoline;Manual;Used;7590;116;2013;Renault Scenic
91200;Skoda;Rapid/Spaceback;Gasoline;Manual;Used;7600;105;2014;Skoda Rapid/Spaceback
55000;Opel;Adam;Gasoline;Manual;Used;7650;87;2014;Opel Adam
80425;SEAT;Toledo;Gasoline;Manual;Used;7650;105;2014;SEAT Toledo
81620;Renault;Megane;Diesel;Manual;Used;7690;110;2014;Renault Megane
195600;Ford;S-Max;Diesel;Automatic;Used;7699;140;2014;Ford S-Max
230000;Opel;Insignia;Diesel;Automatic;Used;7700;194;2014;Opel Insignia
132300;Opel;Meriva;Diesel;Manual;Used;7700;136;2014;Opel Meriva
50956;Toyota;Yaris;Gasoline;Manual;Used;7700;69;2014;Toyota Yaris
89950;SEAT;Leon;Gasoline;Manual;Used;7750;105;2014;SEAT Leon
106000;Opel;Meriva;Gasoline;Automatic;Used;7750;140;2014;Opel Meriva
54700;Volkswagen;Polo;Gasoline;Manual;Used;7750;69;2014;Volkswagen Polo
186000;Mercedes-Benz;Vito;Diesel;Manual;Used;7777;136;2014;Mercedes-Benz Vito
119000;Opel;Astra;Diesel;Manual;Used;7790;110;2014;Opel Astra
58858;Ford;Fiesta;Gasoline;Manual;Used;7790;82;2014;Ford Fiesta
211700;Volkswagen;Touran;Diesel;Manual;Used;7790;105;2014;Volkswagen Touran
102790;Opel;Zafira;Gasoline;Manual;Used;7790;120;2014;Opel Zafira
62390;Renault;Megane;Gasoline;Manual;Used;7790;116;2014;Renault Megane
117000;BMW;114;Gasoline;Manual;Used;7800;102;2014;BMW 114
46520;Peugeot;208;Gasoline;Manual;Used;7800;82;2014;Peugeot 208
56196;Toyota;Aygo;Gasoline;Automatic;Used;7890;68;2014;Toyota Aygo
54068;Renault;ZOE;Electric;Automatic;Used;7990;92;2015;Renault ZOE
35000;SEAT;Ibiza;Gasoline;Manual;Used;7990;75;2015;SEAT Ibiza
52500;SEAT;Ibiza;Gasoline;Manual;Used;7990;69;2015;SEAT Ibiza
19000;Ford;Fiesta;Gasoline;Manual;Used;7990;80;2015;Ford Fiesta
116000;Renault;Megane;Diesel;Manual;Used;7995;110;2015;Renault Megane
96000;Opel;Astra;Diesel;Manual;Used;7995;110;2015;Opel Astra
154000;SEAT;Leon;Diesel;Manual;Used;7995;110;2015;SEAT Leon
58200;Renault;ZOE;Electric;Automatic;Used;7998;58;2015;Renault ZOE
58200;Renault;ZOE;Electric;Automatic;Used;7998;58;2015;Renault ZOE
195000;Volkswagen;Touran;Diesel;Manual;Used;7999;105;2015;Volkswagen Touran
100000;Citroen;DS3;Gasoline;Manual;Used;7999;82;2015;Citroen DS3
350000;Mercedes-Benz;E 220;Diesel;Automatic;Used;7999;170;2015;Mercedes-Benz E 220
61000;Renault;Clio;Gasoline;Manual;Used;7999;90;2015;Renault Clio
